	expression	promoter.meth	gene.meth
Amhr2	3.0509021	2.5735295	2.4931695
Amica1	-4.0151873	56.842106	24.185474
Amigo1	5.733006	0.5555556	54.69725
Amigo2	4.520088	0.29239765	1.6145834
Amigo3	2.306741	90.681	97.39394
Ammecr1	4.72628	1.5217391	79.06624
Ammecr1l	6.9214506	1.3071896	62.765594
Amn	-4.16719	4.375	1.0181383
Amn1	3.5995228	1.2515262	76.38512
Amot	3.539402	1.0144928	71.173256
Amotl1	2.2327404	2.536232	61.780563
Amotl2	1.1140959	0.75581396	2.4070501
Ampd1	-4.0151873	5	1.5826842
Ampd2	3.7727156	3.1400967	70.34072
Ampd3	3.830303	4.385965	81.17138
Amph	1.2702152	0.4298942	47.11781
Amt	2.0933373	13.377193	46.301315
Amtn	-4.16719	12.5	3.860399
Amy1	3.3685172	90.90909	32.13649
Amy2a1	-4.16719	3.5714285	0
Amy2a2	-4.16719	3.5714285	0
Amy2a3	-4.16719	NA	33.333332
Amy2a5	-4.16719	NA	100
Amz1	-3.015187	4.166667	25.177557
Amz2	6.433962	1.010101	60.766533
Anapc1	8.649037	11.435279	85.401505
Anapc10	1.6286691	1.6789217	88.28647
Anapc11	6.4524183	14.197013	41.728397
Anapc13	4.265584	14.824787	55.70048
Anapc16	5.722905	1.5315316	50.316376
Anapc2	8.406614	6.1538463	78.387856
Anapc4	7.02236	3.7662337	79.87697
Anapc5	8.956536	1.3513515	84.2993
Anapc7	6.6999173	0.9782609	75.67059
Ang	-4.16719	1.25	58.544003
Ang2	-4.16719	37.982456	36.363636
Ang4	-4.16719	2.9569895	25.424627
Ang5	-4.16719	0	6.2925167
Ang6	-4.16719	1.3333334	0
Angel1	7.135195	1.7777779	69.02762
Angel2	5.3942037	0	64.493744
Angpt1	-0.20783208	16.785715	53.97782
Angpt2	1.8674561	98.71429	88.132484
Angpt4	-4.16719	1.1594204	3.634968
Angptl1	-3.015187	8.333333	92.74838
Angptl2	1.4442446	96.46259	85.50632
Angptl3	-4.16719	100	80.26077
Angptl4	1.9155504	2.142857	1.8445693
Angptl6	3.746364	18.72549	10.945272
Angptl7	-3.015187	94.59877	96.67702
Ank	3.6783	1.3616558	84.0931
Ank1	3.2232177	1.984127	39.383682
Ank2	2.8551776	3.0555558	7.63641
Ank3	0.3067411	25.019842	67.27591
Ankar	-0.20783208	5.882353	43.188572
Ankdd1a	-4.0151873	32.58621	83.75522
Ankdd1b	2.984813	0.90090096	15.1302
Ankfn1	-2.4302247	0	4.3702917
Ankfy1	7.8077817	1.1029412	79.91446
Ankhd1	7.6009026	2.016129	71.16271
Ankib1	6.5527687	3.1494255	74.1116
Ankk1	0.68525267	1.4705882	5.0756307
Ankle1	3.685253	54.096024	85.787674
Ankle2	7.5976815	1.1240311	54.59983
Ankmy1	-1.015187	2.962963	87.027534
Ankmy2	1.0722758	0.0952381	4.96
Ankra2	3.705912	11.170484	67.09245
Ankrd1	-4.16719	0.68027216	2.1386054
Ankrd10	5.8796306	1.839827	57.103733
Ankrd11	8.369328	0.9818182	87.48903
Ankrd12	6.3609385	2.5167785	77.79286
Ankrd13a	5.4442444	1.1022928	80.82782
Ankrd13b	5.8977017	1.5946503	29.40079
Ankrd13c	4.2794337	0.849257	64.022575
Ankrd13d	3.2885938	8.045977	70.221085
Ankrd16	5.0346613	0.8389262	75.1131
Ankrd17	8.794983	1.5873016	86.50366
Ankrd2	-4.16719	67.28495	4.4592876
Ankrd22	-1.015187	0	72.933754
Ankrd23	2.3771305	99.053024	97.33502
Ankrd24	5.2771344	1.0726073	28.804104
Ankrd26	4.8017964	9.346406	91.30592
Ankrd27	6.526878	0.7389163	80.26904
Ankrd28	5.947709	0.12953368	80.62674
Ankrd29	1.4766661	0	2.7693517
Ankrd32	4.5083747	0.75757575	81.111115
Ankrd33	-4.16719	2.5	1.0416667
Ankrd33b	-4.16719	0.6756757	16.973576
Ankrd34a	-0.43022457	8.860544	2.602112
Ankrd34b	1.842794	0.96153843	3.1609347
Ankrd34c	-4.16719	41.60494	65.25706
Ankrd35	-4.16719	7.138889	23.7232
Ankrd36	1.5697755	94.23077	82.28751
Ankrd37	1.1942663	1.5178572	42.31884
Ankrd39	2.1942663	11.077442	60.89518
Ankrd40	6.912591	1.1494253	57.154545
Ankrd42	6.3920803	9.935898	55.786377
Ankrd43	-4.0151873	3.5714285	1.0733696
Ankrd44	4.1243644	0.5916892	88.01511
Ankrd45	2.342365	0	3.5697114
Ankrd46	4.8240166	14.698796	87.36773
Ankrd49	4.8705096	11.904762	93.458336
Ankrd5	2.7529974	0.6944445	3.2467425
Ankrd50	7.221425	0.9803922	73.60442
Ankrd52	6.460546	1.344086	83.37195
Ankrd53	-4.16719	59.218327	58.510616
Ankrd54	4.4686284	0.4668534	64.393036
Ankrd55	-2.4302247	0	3.6158178
Ankrd56	-4.0151873	0.9876544	0.47425476
Ankrd58	-4.16719	1.9417475	0.5952381
Ankrd6	4.6286693	0.4032258	86.10444
Ankrd60	-4.16719	0.64935064	2.968937
Ankrd61	3.2794337	97.55747	97.921814
Ankrd7	-4.0151873	2	14.427778
Ankrd9	-1.2078321	1.388889	6.639493
Anks1	7.11667	0.84033614	92.598694
Anks1b	1.4442446	3.409091	63.969254
Anks3	4.657238	4.107143	68.3347
Anks4b	0.7921679	97.36842	92.95013
Anks6	3.984813	0.3586498	78.13153
Ankzf1	6.0535913	10.620914	51.637554
Anln	6.5986023	4.807018	75.56989
Ano1	4.842794	37.916668	51.063213
Ano10	6.186937	1.0162601	87.43952
Ano2	1.842794	0.3267974	88.592995
Ano3	-4.16719	0	18.546444
Ano4	-0.20783208	5.5921054	21.9228
Ano5	-3.015187	0.70422536	6.92057
Ano6	3.3598523	10.232805	88.006454
Ano7	-2.4302247	90.38095	25.008116
Ano8	3.3685172	1.5625	15.29161
Ano9	0.07227574	1.25	3.7203257
Anp32a	3.692172	0.7936508	27.824436
Anp32b	5.9819927	1.9047619	35.833134
Anp32e	3.4605465	0.18115944	62.68092
Anpep	3.2422009	2.294686	4.111815
Antxr1	5.1446843	0.26455027	35.193462
Antxr2	3.270215	0.37313432	72.62281
Antxrl	-4.16719	0	4.130037
Anubl1	2.9620929	19.429825	53.293358
Anxa1	-0.5557554	0	4.5814977
Anxa10	-4.16719	2.777778	8.898305
Anxa11	4.8826585	0.3787879	22.669222
Anxa13	-4.16719	4.166667	2.4020889
Anxa2	4.671314	1.8382353	29.283186
Anxa3	-2.4302247	0	3.7503104
Anxa4	0.93900925	34.44553	67.513374
Anxa5	0.508375	6.7763157	64.885216
Anxa6	3.1345603	33.527134	82.25419
Anxa7	8.440654	1.0638298	67.248245
Anxa8	-4.16719	0.5882353	2.9415672
Anxa9	0.7921679	96.55173	92.803314
Aoah	2.7792287	0	72.52318
Aoc2	3.7330058	89.311226	92.402824
Aoc3	-1.2078321	100	88.54292
Aox1	-1.693259	5	3.6506567
Aox3	-1.4302245	0	4.3750477
Aox3l1	-4.16719	0.5952381	10.924239
Aox4	1.6286691	1.8292683	18.688683
Ap1ar	6.288594	1.4925373	76.02137
Ap1b1	8.366627	0	79.85158
Ap1g1	7.9981356	1.0869565	78.22692
Ap1g2	2.114096	35.339417	72.14827
Ap1m1	7.6947584	18.568628	59.42454
Ap1m2	5.169688	1.8181819	86.50588
Ap1s1	7.2045865	1.637931	80.96285
Ap1s2	2.9036763	0.39414415	36.642784
Ap1s3	-0.43022457	0	74.8
Ap2a1	7.8381224	0.5681818	88.731384
Ap2a2	7.223815	1.3709677	82.472664
Ap2b1	7.818494	6	78.82515
Ap2m1	5.6904454	11.640625	61.54864
Ap2s1	6.0196123	2.7027028	79.45864
Ap3b1	7.4246435	0.36687633	91.34585
Ap3b2	3.5995228	1.1299436	25.334524
Ap3d1	8.7319565	3.3333335	70.54503
Ap3m1	6.147204	2.2685184	65.34453
Ap3m2	4.265584	0.617284	85.159035
Ap3s1	2.9155502	0.51724136	71.499405
Ap3s1-ps2	0.07227574	4.0740743	2.34375
Ap3s2	6.603198	1.0135136	89.606445
Ap4b1	5.8381224	4.6666665	61.93241
Ap4e1	5.186937	1.119403	81.31068
Ap4m1	4.265584	6.0954914	70.3772
Ap4s1	1.306741	10.327382	38.943638
Apaf1	4.029207	1.2130802	81.82557
Apba1	4.088101	0.2617801	47.991795
Apba2	1.508375	2.0481927	84.94156
Apba3	4.927327	1.7889909	81.30465
Apbb1	5.436024	95.71429	96.7413
Apbb1ip	-3.015187	4.166667	30.976023
Apbb2	4.2232175	0.21008404	86.35975
Apbb3	4.912591	1.1396012	56.060608
Apc	8.09399	1.010101	80.17253
Apc2	-0.31474733	10.576923	61.368984
Apcdd1	2.7792287	0	5.7358317
Apcs	-4.16719	8.636364	4.6078434
Apeh	7.3755193	3.030303	75.173164
Apex1	6.4766665	1.3157895	35.50056
Apex2	2.4277565	97.75642	77.90398
Aph1a	0.842794	2.173913	60.76779
Aph1b	0.984813	6.880734	47.03125
Aph1c	-1.015187	1.0714285	57.00619
Api5	6.1307454	1.1204482	59.0928
Apip	3.3335412	2.4305556	69.632614
Apitd1	4.5355597	0	64.09824
Aplf	6.8826585	2.0440252	76.95875
Apln	0.68525267	0	3.893146
Aplnr	-0.10829648	6.9444447	1.0634921
Aplp1	2.394204	1.8151816	1.4937711
Aplp2	8.875457	0.2777778	71.86482
Apoa1	-4.16719	1.5517242	1.7553191
Apoa1bp	6.8129497	8.608415	27.838285
Apoa2	-0.69325894	34.710148	50.15212
Apoa4	-4.16719	2.5641026	2.7472527
Apoa5	-4.16719	2.4509804	7.545788
Apob	1.4766661	93.81721	97.56721
Apobec1	-1.4302245	0	2.7165596
Apobec2	-3.015187	2.037037	78.1454
Apobec3	-0.20783208	0.74404764	2.53208
Apobec4	-2.015187	4.674797	16.79487
Apobr	-1.4302245	0.49019608	1.4743592
Apoc1	-1.693259	2.3809524	1.8170426
Apoc2	6.0576158	3.2520328	0.69119024
Apoc3	-4.16719	2.2959182	2.7930403
Apoc4	-4.16719	3.2520328	0.18939394
Apod	-4.0151873	77.84946	63.714554
Apoe	3.606865	24.166668	2.9320989
Apof	-4.0151873	88.38384	65.25828
Apoh	-1.693259	13.148149	8.185676
Apol10a	-4.16719	6.470588	4.252874
Apol10b	-3.015187	6.6666665	11.457691
Apol11a	-4.16719	16.666666	4
Apol11b	-4.16719	10.897436	7.071198
Apol6	-4.0151873	82.33334	56.448326
Apol7a	-4.16719	4.017857	6.1059194
Apol7b	-4.16719	1.4492755	8.273809
Apol7c	-3.015187	12.5	2.6666667
Apol7d	0.5697754	0.8333334	3.7873135
Apol7e	-4.16719	8	4.89418
Apol8	-4.16719	19.444447	10.926435
Apol9a	-4.16719	0	2.520661
Apol9b	-4.16719	1.25	3.023599
Apold1	-2.4302247	1.4207652	3.046595
Apom	-3.015187	9.583333	2.8726707
Apon	-2.015187	64.25439	9.444445
Apoo	3.4926076	0.09398497	89.469215
Apool	4.788944	2.142857	68.07092
Apoo-ps	3.018236	11.666667	3.3333335
App	5.1472044	1.0875707	4.1341443
Appbp2	6.9236574	2.6479752	75.59137
Appl1	6.081528	2.898551	45.07041
Appl2	6.3313265	0.29411766	33.632538
Aprt	3.103754	48.790897	31.504656
Aptx	5.8459	4.313726	75.9493
Aqp1	-0.43022457	0.8974359	9.130995
Aqp11	3.3423648	1.744186	31.075
Aqp12	-4.16719	5.769231	7.737159
Aqp2	-4.16719	2.0408163	1.5458937
Aqp3	-4.16719	1.7857143	3.2817872
Aqp4	-4.16719	2.777778	3.4727585
Aqp5	-4.16719	2.0787547	2.3152516
Aqp6	-4.16719	3.6363637	2.825019
Aqp7	-4.16719	1.8315018	6.6481814
Aqp8	-4.0151873	2.0833333	6.2681165
Aqp9	-4.16719	2.164179	50.29019
Aqr	7.6250577	3.7037039	95.9809
Ar	-0.43022457	0.67567575	13.822802
Araf	6.6999173	0	25.34437
Arap1	1.7661728	0.75757575	20.563732
Arap2	3.5005128	0.50082105	84.422905
Arap3	-0.43022457	0	3.8055694
Arc	-2.4302247	1.344086	0.69418675
Arcn1	7.0140996	0	61.15479
Areg	-4.0151873	1.9021739	4.448433
Arf1	5.14216	5.870871	44.158928
Arf2	5.6817803	2.970297	67.4159
Arf3	8.461812	0	73.885864
Arf4	6.072276	6.7876344	49.59277
Arf5	6.8977017	20.162039	47.134148
Arf6	6.6765566	1.6975309	31.739643
Arfgap1	6.603198	0.6701031	78.61472
Arfgap2	4.4806676	54.6403	49.966873
Arfgap3	5.7595997	61.825397	89.239395
Arfgef1	8.15724	0.6666667	85.28631
Arfgef2	7.85325	2.631579	85.74632
Arfip1	4.5161943	6.8272867	32.723866
Arfip2	6.026472	11.818182	28.177385
Arfrp1	5.396324	0.56689346	54.45578
Arg1	-4.16719	1.1627907	55.54831
Arg2	-0.20783208	1.0698199	71.81992
Arglu1	6.6059494	2.962963	43.115322
Arhgap1	5.552769	8.659004	83.54369
Arhgap10	5.6250577	0.950783	87.80841
Arhgap11a	4.9960403	0.22222224	58.98539
Arhgap12	6.2897344	0.18726593	79.66918
Arhgap15	-2.4302247	19	60.5939
Arhgap17	6.387825	1.1145834	90.24519
Arhgap18	-0.69325894	0.5882353	56.569267
Arhgap19	5.7042017	0	78.26826
Arhgap20	3.86133	0.8805031	47.699207
Arhgap21	7.0202994	1.0695187	79.70486
Arhgap22	0.07227574	13.993711	4.4302845
Arhgap23	2.4442446	1.5625	2.149726
Arhgap24	-2.4302247	4.910714	12.743733
Arhgap25	0.7397005	2.857143	2.89202
Arhgap26	4.5735273	NA	84.61098
Arhgap27	-1.693259	56.49123	4.303508
Arhgap28	5.533635	1.3201321	89.911674
Arhgap29	5.4846587	0.35460997	44.14913
Arhgap30	-3.015187	5.3571434	4.0076337
Arhgap31	1.0722758	4	1.9327378
Arhgap32	7.3039203	72.61905	49.314068
Arhgap33	6.8856797	5.409357	56.28643
Arhgap36	1.508375	44.571426	4.2798014
Arhgap39	7.630471	0	82.825645
Arhgap4	3.154738	6.4728684	73.321465
Arhgap40	-4.0151873	11.296296	2.3993073
Arhgap42	4.66077	1.6212122	84.98149
Arhgap44	6.335752	0.25641027	91.313095
Arhgap5	5.8287344	80	96.90396
Arhgap6	-2.4302247	0.58479536	26.175406
Arhgap8	-1.2078321	0.82051283	41.572926
Arhgap9	-4.0151873	0.44444445	22.387257
Arhgdia	8.307304	0.42194095	34.69957
Arhgdib	-2.015187	3.6458335	16.671856
Arhgdig	3.2609372	2.5396826	21.489584
Arhgef1	6.367437	0	74.88726
Arhgef10	2.9734979	2.9126217	40.33159
Arhgef10l	0.89170355	3.452381	81.389496
Arhgef11	6.614169	1.0549943	83.32439
Arhgef12	6.642132	0.5714286	88.143684
Arhgef15	-4.16719	0	10.199521
Arhgef16	5.8643966	14.1215105	71.38691
Arhgef17	4.792168	0.95486116	8.520677
Arhgef18	6.7661724	17.903225	90.531525
Arhgef19	-0.20783208	0	0.9005919
Arhgef2	2.8917036	4.340659	17.792978
Arhgef25	4.6358647	2.142857	1.6452305
Arhgef26	5.626865	6.349207	75.65402
Arhgef3	3.2039814	5.1282053	46.91741
Arhgef33	3.5995228	78.645836	22.42579
Arhgef37	-4.0151873	1.9503547	19.704458
Arhgef4	1.6286691	3.488372	38.07933
Arhgef40	3.394204	1.1111112	1.7920262
Arhgef5	5.1820297	0.4166667	58.277855
Arhgef6	1.154738	3.0392158	8.735087
Arhgef7	7.4846587	0.105932206	69.725685
Arhgef9	-2.4302247	0.90909094	8.250727
Arid1a	8.392878	0.63829786	66.70954
Arid1b	7.672626	6.825397	85.88119
Arid2	7.492608	0.3387534	86.100266
Arid3a	4.342365	0.47425476	81.94295
Arid3b	7.1672072	13.222222	69.18826
Arid3c	-0.31474733	7.8809524	55.23546
Arid4a	4.082845	6.338899	76.94493
Arid4b	5.859794	14.905914	78.289085
Arid5a	2.9505973	3.6249332	72.82533
Arid5b	0.7397005	2.0562773	74.96344
Arih1	7.1553636	0.43209878	72.342865
Arih2	6.5297775	34.89501	87.945854
Arl1	3.6783	0.7352941	43.536797
Arl10	1.7397004	0	44.258205
Arl11	-4.16719	0	3.0303032
Arl13a	-4.16719	8.730159	16.469545
Arl13b	3.9791663	1.8987342	65.03928
Arl15	1.842794	0.13736264	89.83126
Arl16	3.2232177	13.381995	30.9489
Arl2	5.211225	0.28735632	43.16609
Arl2bp	5.1918273	31.316874	53.34154
Arl3	5.009952	5.1282053	81.62099
Arl4a	5.0346613	0.6913581	7.898976
Arl4c	0.842794	1.5176152	2.711039
Arl4d	-0.84526205	0.5681818	0.7307692
Arl5a	5.009952	2.3415978	62.57179
Arl5b	3.7661726	2.962963	57.948013
Arl5c	-1.2078321	3.4482758	2.219203
Arl6	4.114096	0.33333334	58.211044
Arl6ip1	7.667807	0.9637189	52.105263
Arl6ip4	5.474661	48.822468	31.206896
Arl6ip5	3.5317075	0	20.11134
Arl6ip6	2.8796308	4.593596	54.34715
Arl8a	2.9734979	1.2508885	18.251205
Arl8b	6.604116	0	73.519646
Arl9	1.1942663	5.859375	3.3333333
Armc1	6.15849	0.41254127	69.352646
Armc10	2.5847259	0.9114584	66.64658
Armc2	2.6141696	6.1842103	45.877655
Armc3	0.7921679	1.1111112	7.335687
Armc4	0.07227574	0.5	88.81425
Armc5	5.048208	5.3135314	50.993114
Armc6	5.5546684	1.8274854	68.56379
Armc7	4.0127187	0	68.78958
Armc8	6.265584	7.7868853	85.53732
Armc9	6.213632	5.4859085	92.06876
Armcx1	-0.84526205	0	2.0289855
Armcx2	2.7397006	5.882353	1.5606936
Armcx3	-4.16719	1.7045455	1.8481848
Armcx4	-0.10829648	1.004016	5.001257
Armcx5	3.9791663	1.4981275	65.91982
Armcx6	-0.20783208	6.439394	2.965368
Arnt	5.5791373	4.0625	78.20412
Arnt2	4.2562757	1.5748031	4.722751
Arntl	3.2609372	0	76.5049
Arntl2	1.6852527	0.72935504	56.868416
Arpc1a	6.8412385	1.1235956	76.4028
Arpc1b	2.1942663	14.185607	72.04301
Arpc2	7.3685174	1.9808743	68.80419
Arpc3	5.8902	0.30120483	65.04188
Arpc4	6.6695614	12.459678	77.05893
Arpc5	4.0071807	0.8	41.453773
Arpc5l	6.567896	0.28735635	18.802683
Arpm1	-4.16719	0.96153843	2.8317153
Arpp19	6.343464	3.2424245	51.133335
Arpp21	-3.015187	0.625	3.907565
Arr3	-0.84526205	91.666664	96.89759
Arrb1	2.154738	0.45584047	2.994276
Arrb2	6.7645326	2.0338984	77.07258
Arrdc1	6.0085673	12.619048	41.434868
Arrdc2	3.1942666	1.0989012	45.668854
Arrdc3	5.2088146	0	30.077461
Arrdc4	4.8796306	0.98039216	3.4181452
Arrdc5	-1.4302245	0.8130082	63.99892
Arsa	0.23274046	0.5813953	2.277778
Arsb	4.705912	0	65.76854
Arsg	-0.5557554	0.37664786	36.757935
Arsi	-1.4302245	0.390625	1.8673967
Arsj	-4.16719	2.2222223	5.7067084
Arsk	1.342365	0.34246576	77.18793
Art1	-4.0151873	2.9914532	3.9506176
Art2b	-4.16719	0	0
Art3	1.2327404	0.88235295	10.814613
Art4	-0.84526205	91.22222	30.465086
Art5	-2.4302247	0.78125	42.32381
Artn	-1.2078321	4.3650794	1.6704916
Arv1	3.7195227	5.058686	72.54445
Arvcf	6.3302183	0.27027026	86.03807
Arx	1.842794	0.65543073	2.9225352
Arxes1	-4.16719	0	0.4166667
Arxes2	-3.015187	16.911764	12.931034
As3mt	2.0509021	0	33.933628
Asah1	4.1294713	7.3809524	77.6097
Asah2	-0.5557554	37.5	86.14907
Asap1	7.127558	3.0756016	59.765133
Asap2	3.0400953	0	63.937435
Asap3	1.6286691	3.391473	50.812824
Asb1	5.189384	1.4124295	65.790535
Asb10	-1.2078321	16.720432	5.0310082
Asb11	-3.015187	95.833336	15.86408
Asb12	-4.16719	96.15385	95.84292
Asb13	0.3067411	2.4801588	28.984222
Asb14	-4.0151873	81.06061	30.67171
Asb15	-4.16719	11.443933	19.357388
Asb16	-3.015187	3.8461537	4.8406734
Asb17	1.4442446	12.037037	58.386242
Asb18	-4.16719	3.265306	15.371902
Asb2	-2.015187	3.8518522	2.5354145
Asb3	4.921451	19.546667	76.09694
Asb4	-4.0151873	2.2727273	40.67478
Asb5	-4.16719	0	4.4354115
Asb6	5.366356	89.81482	45.42938
Asb7	5.174638	1.3302752	91.76589
Asb8	7.2463202	5.2944865	36.800385
Asb9	0.07227574	1.5517242	11.143824
Ascc1	5.912591	0	82.3846
Ascc2	6.8263774	0.390625	85.58471
Ascc3	7.3989697	4.931973	86.92975
Ascl1	-4.0151873	0.82417583	0.45321637
Ascl2	0.842794	0.7246377	0.5952381
Ascl3	-1.2078321	6.25	2.414966
Ascl4	-0.015187042	0.44642857	44.761906
Asf1a	4.6990585	11.569941	30.548023
Asf1b	6.616899	1.1450381	48.803574
Asgr1	-2.4302247	1.1494254	0.308642
Asgr2	2.114096	22.02381	57.06419
Ash1l	7.865927	100	95.637215
Ash2l	7.2196302	2.2727273	54.902344
Asl	1.9155504	2.7777777	18.429768
Asna1	6.513267	0.7326008	77.09457
Asns	2.7661726	0	9.104018
Asnsd1	7.3598523	0	46.733227
Aspa	4.31573	0.7575758	5.9792438
Aspdh	-1.2078321	53.645836	62.672413
Aspg	-1.4302245	90.92593	76.53487
Asph	4.6852527	0	85.62763
Asphd1	0.842794	96.309525	95.88406
Asphd2	-2.4302247	10.964912	28.21645
Aspm	6.865927	16.318409	77.15782
Aspn	-0.5557554	97.61905	96.43035
Asprv1	-1.4302245	0.5813953	2.0833335
Aspscr1	6.833436	0.8438819	83.49021
Asrgl1	4.2039814	21.912569	65.76763
Ass1	0.23274046	1.0536399	79.08397
Aste1	3.2039814	2.3584905	69.940475
Astl	-0.84526205	9.496124	71.02054
Astn1	2.7127335	2.3809526	35.198105
Astn2	-0.10829648	0.78125	16.351387
Astx2	-4.16719	50	100
Astx3	-4.16719	50	85
Astx5	-4.16719	77.77778	52.5
Astx6	-4.16719	22.222223	47.222225
Asxl1	9.244555	0.8090615	72.88975
Asxl2	6.1269197	12.801933	76.75732
Asxl3	5.082845	1.4930556	53.14293
Asz1	5.9692316	2.745098	87.1329
Atad1	5.5181427	0.28089887	78.27544
Atad2	7.103105	1.0869565	79.36368
Atad2b	5.4985404	1.6369048	80.83811
Atad3a	4.7397003	4.6522784	78.2787
Atad5	4.6031985	0.33333334	82.49219
Atat1	5.8689837	43.280426	81.27332
Atcay	-1.4302245	3.5254805	8.489786
Ate1	6.538442	29.795322	78.57989
Atf1	3.0722756	8.1292515	73.84268
Atf2	6.6817803	4.506173	76.83645
Atf3	-0.43022457	0.3897181	15.865672
Atf4	6.0749254	0.6542056	5.571429
Atf5	4.260937	5.0623055	1.0416666
Atf6	6.369597	1.1570247	84.98957
Atf6b	7.652368	0.65789473	73.00652
Atf7	4.9904375	100	74.0794
Atf7ip	6.981286	2.2058823	86.51009
Atf7ip2	3.114096	0.4878049	67.388756
Atg10	2.1942663	0.35460997	37.29001
Atg12	6.7637115	2.2488096	43.5
Atg13	6.5650716	1.3084112	86.34179
Atg14	6.4965653	0.5280528	85.93899
Atg16l1	6.1089344	0	72.086044
Atg16l2	1.3771304	0.73099416	29.515875
Atg2a	6.5044494	1.2345679	86.59129
Atg2b	7.8129497	3.8461537	79.221794
Atg3	5.2539396	10.6955385	66.56829
Atg4a	-1.693259	5.390071	87.990166
Atg4b	7.117955	98.28905	46.596962
Atg4c	1.9848129	1.7361112	77.39062
Atg4d	5.6800413	6.736111	74.4026
Atg5	5.751342	6.8069305	88.934654
Atg7	5.108934	2.0833335	88.103676
Atg9a	6.4716477	0.9174312	78.927155
Atg9b	1.9620928	2.7083335	35.415604
Athl1	0.984813	1.5350878	2.255814
Atic	6.5603523	1.7058823	85.69846
Atl1	5.6286693	0.23923445	82.36514
Atl2	5.2794337	8.055555	52.56688
Atl3	6.8303027	11.742424	69.26516
Atm	6.3760567	8	86.13439
Atmin	7.860178	1.8319559	72.34393
Atn1	7.478668	1.5151515	10.051892
Atoh1	-4.16719	1.1019285	0.72016466
Atoh7	-4.16719	0.5813953	0.7679739
Atoh8	-0.43022457	0.98039216	2.3786957
Atox1	6.391018	2.2091312	74.80114
Atp10a	0.68525267	0.7407408	36.979874
Atp10b	5.177106	7.6636906	87.65165
Atp10d	3.0400953	0	17.523682
Atp11a	8.288308	1.1704836	87.61885
Atp11b	7.3760567	0.984127	82.48948
Atp11c	5.952039	87.5	60.524498
Atp12a	-4.16719	0.7507508	3.027962
Atp13a1	7.874317	19.96882	70.1624
Atp13a2	6.8582573	0.27548212	86.48944
Atp13a3	5.648371	0.47043014	74.9102
Atp13a4	-4.16719	1.7711964	31.114063
Atp13a5	-1.4302245	5	8.124564
Atp1a1	9.528208	0.08748907	81.902214
Atp1a2	-1.693259	3.6764705	13.544612
Atp1a3	-2.015187	1.6470588	17.481628
Atp1a4	-4.16719	9.380953	8.735414
Atp1b1	5.749685	1.1355312	59.972744
Atp1b2	2.6990585	0.877193	3.1432195
Atp1b3	6.579138	0.79617834	54.438637
Atp1b4	-4.0151873	17.444445	7.2483
Atp2a1	-1.4302245	69.25	55.626793
Atp2a2	8.58728	0.46296299	76.04452
Atp2a3	-1.2078321	2.014652	1.9314017
Atp2b1	7.573528	0.49668875	77.77567
Atp2b2	-1.693259	2.9841268	30.824257
Atp2b3	1.1942663	16.33987	62.136417
Atp2b4	6.3279986	0.7894737	84.92186
Atp2c1	7.322435	2.7235773	93.03315
Atp2c2	1.6286691	0.7843138	90.62705
Atp4a	3.2136316	0	20.381592
Atp4b	-3.015187	95.052086	68.77566
Atp5a1	9.42944	24.806204	63.003716
Atp5b	9.173247	4.775281	56.155205
Atp5c1	4.947709	9.908136	70.56716
Atp5d	7.0387387	93.26316	22.003227
Atp5e	6.752997	14.401858	0.2170669
Atp5f1	6.691309	69.747475	46.572224
Atp5g1	4.9360976	0.7326008	54.48925
Atp5g2	4.888695	0.6205674	39.86355
Atp5g3	6.6669292	0	40.227848
Atp5h	4.411078	0.92105263	42.52386
Atp5j	5.211225	22.207949	24.750565
Atp5j2	5.994642	10.648149	61.498055
Atp5k	4.288594	0	11.73709
Atp5l	3.5697753	0.74626863	41.42544
Atp5l-ps1	-4.16719	44.179897	51.666668
Atp5o	5.793777	2.1004567	66.82564
Atp5s	2.0509021	2.638889	53.471153
Atp5sl	5.413173	3.0218856	76.08291
Atp6ap1	7.714009	8.484849	61.01411
Atp6ap1l	-1.693259	91.893936	74.39183
Atp6ap2	5.3771305	0.6364922	82.826645
Atp6v0a1	6.793777	0.6013746	75.715935
Atp6v0a2	5.733006	5.833334	87.86945
Atp6v0a4	1.6286691	81.28787	68.766266
Atp6v0b	7.823229	13.114478	38.68192
Atp6v0c	4.452419	6.329114	17.577162
Atp6v0d1	7.767811	4.795114	79.93866
Atp6v0d2	-2.4302247	1.8518519	9.715094
Atp6v0e	5.814536	0.23255815	75.74826
Atp6v0e2	3.2976959	0	40.23569
Atp6v1a	6.4985404	0.85227275	83.07129
Atp6v1b1	-4.16719	8.289474	4.3821664
Atp6v1b2	7.6255097	0.8333334	68.13555
Atp6v1c1	7.11474	0.5813954	80.96405
Atp6v1c2	0.07227574	6.2280703	53.78841
Atp6v1d	7.0596237	3.6538463	64.42498
Atp6v1e1	6.433962	1.2437811	81.218414
Atp6v1e2	-4.16719	1.3020835	2.896175
Atp6v1f	3.9563568	3.2608695	29.052631
Atp6v1g1	2.7529974	2.9569895	40.129253
Atp6v1g2	2.5697753	16.895485	21.010427
Atp6v1g3	-4.16719	0	4.1469474
Atp6v1h	7.4610534	1.0135136	69.13592
Atp7a	4.9448147	3.6821709	90.063896
Atp7b	4.3202033	3.0952382	21.071117
Atp8a1	5.8551774	0.72222227	88.15557
